"","code","country","age_midage","age_old","age_veryold","age_veryyoung","age_young","code_numeric","education","fhpolrigaug","laborshare","lpop","lrgdpch","medage","nsave","polity4","socialist","year","year_numeric","sample","worldincome","worlddemocracy","samplebalancefe","samplebalancegmm","lag_fhpolrigaug","lag_lrgdpch"
"495","SGP","Singapore",0.2795093,0.1206897,0.0838859,0.2148541,0.301061,162,5.521,0.5,0.3314763,8.021913,9.79439,29.3,0.4307785,0.4,0,1990,39,1,79.87022,1.884663,1,1,0.5,9.512479
"496","SGP","Singapore",0.2979275,0.1482441,0.0921128,0.2227979,0.2389177,162,7.817,0.3333333,NA,8.167919,10.02757,31.8,0.4988027,0.4,0,1995,40,1,80.46036,1.906259,1,1,0.5,9.79439
"497","SGP","Singapore",0.2909816,0.186846,0.1053812,0.2174888,0.1993024,162,NA,0.3333333,NA,8.298539,NA,34.5,0.4955675,0.4,0,2000,41,1,81.01788,2.033485,1,1,0.3333333,10.02757
"498","SLE","Sierra Leone",0.1693639,0.1042529,0.0530674,0.4177644,0.2555514,165,0.52,0.5,NA,7.884576,7.310796,19.2,0.0347015,0.55,0,1970,35,1,6.202819,0.1682339,1,NA,0.75,7.128407
"499","SLE","Sierra Leone",0.1653597,0.1022843,0.052165,0.424821,0.2553699,165,0.641,0.1666667,NA,7.983099,7.255608,18.8,-0.0054075,0.2,0,1975,36,1,6.234016,0.1699073,1,NA,0.5,7.310796
"500","SLE","Sierra Leone",0.1609018,0.0991353,0.0518839,0.4302038,0.2578752,165,0.83,0.3333333,NA,8.082093,7.119874,18.5,-0.0377854,0.15,0,1980,37,1,6.273681,0.1902064,1,NA,0.1666667,7.255608
"501","SLE","Sierra Leone",0.1593637,0.0965671,0.0510745,0.4325984,0.2603963,165,1.053,0.3333333,NA,8.183677,7.098263,18.3,0.0089674,0.15,0,1985,38,1,6.296584,0.1716258,1,NA,0.3333333,7.119874
"502","SLE","Sierra Leone",0.1583231,0.0934649,0.0503083,0.4347719,0.2631319,165,1.322,0.1666667,NA,8.293799,7.157906,18.2,0.1620225,0.15,0,1990,39,1,6.337895,0.2025059,1,NA,0.3333333,7.098263
"503","SLE","Sierra Leone",0.158217,0.0911095,0.0487387,0.435709,0.2662258,165,1.649,0,NA,8.414052,6.789893,18.1,-0.0189524,0.15,0,1995,40,1,6.357568,0.1929097,1,NA,0.1666667,7.157906
"504","SLE","Sierra Leone",0.1565119,0.0892412,0.0477916,0.4391846,0.2672707,165,NA,0.5,NA,8.523374,NA,17.9,-0.0809595,NA,0,2000,41,1,6.386576,0.2079101,1,NA,0,6.789893
"505","SLV","El Salvador",0.1484983,0.0839822,0.0456062,0.4638487,0.2580645,166,2.286,0.8333333,0.2386101,8.188133,8.328597,16.7,0.1353317,0.5,0,1970,35,1,10.85892,0.3220645,1,1,0.72,8.268486
"506","SLV","El Salvador",0.1446602,0.0866505,0.0473301,0.4560679,0.2652913,166,2.572,0.8333333,0.272954,8.323608,8.403013,17,0.1695221,0.45,0,1975,36,1,10.93093,0.3054474,1,1,0.8333333,8.328597
"507","SLV","El Salvador",0.1445389,0.088075,0.0512317,0.4495313,0.2666231,166,3.303,0.1666667,0.2159047,8.430763,8.332961,17.3,0.1419042,NA,0,1980,37,1,11.01729,0.3099477,1,1,0.8333333,8.403013
"508","SLV","El Salvador",0.1494446,0.0922239,0.0578495,0.4355481,0.264934,166,3.443,0.8333333,NA,8.470101,8.193586,17.9,0.0328282,0.8,0,1985,38,1,11.05532,0.3187136,1,1,0.1666667,8.332961
"509","SLV","El Salvador",0.1562255,0.0935787,0.064213,0.4079875,0.2779953,166,3.579,0.6666667,NA,8.539346,8.167508,18.9,0.0118946,0.8,0,1990,39,1,11.11528,0.3693123,1,1,0.8333333,8.193586
"510","SLV","El Salvador",0.1581084,0.0952885,0.0688195,0.3740956,0.303688,166,4.05,0.6666667,NA,8.642944,8.338053,20.2,0.04202,0.85,0,1995,40,1,11.1657,0.3517241,1,1,0.6666667,8.167508
"511","SLV","El Salvador",0.169942,0.0993879,0.0732925,0.3564755,0.3009021,166,NA,0.8333333,NA,8.744488,8.39732,21.8,0.0184227,0.85,0,2000,41,1,11.23394,0.3703299,1,1,0.6666667,8.338053
"512","SWE","Sweden",0.1745617,0.1939575,0.1958224,0.20838,0.2272784,172,7.466,1,0.4552794,8.992558,9.604271,35.4,0.2666324,1,0,1970,35,1,12.71681,0.3629419,1,1,1,9.447625
"513","SWE","Sweden",0.1858677,0.1817183,0.2102758,0.2068587,0.2152795,172,8.441,0.8333333,0.4503383,9.011035,9.708359,35.3,0.2553611,1,0,1975,36,1,12.79003,0.3633293,1,1,1,9.604271
"514","SWE","Sweden",0.2101083,0.1689531,0.2194946,0.1959085,0.2055355,172,9.469,1,0.3666085,9.025215,9.75062,36.2,0.2063345,1,0,1980,37,1,12.86767,0.3727819,1,1,0.8333333,9.708359
"515","SWE","Sweden",0.2215569,0.1608383,0.2359281,0.1753293,0.2063473,172,9.217,1,0.339958,9.030017,9.836894,38.1,0.22786,1,0,1985,38,1,12.92065,0.3749099,1,1,1,9.75062
"516","SWE","Sweden",0.2133178,0.1720794,0.2276869,0.1794392,0.2074766,172,9.571,1,0.52947,9.054739,9.942073,38.3,0.2370313,1,0,1990,39,1,12.99413,0.4460907,1,1,1,9.836894
"517","SWE","Sweden",0.2039198,0.192251,0.2203467,0.1885125,0.19497,172,11.235,1,NA,9.086023,9.93772,38.5,0.2346672,1,0,1995,40,1,13.03928,0.444644,1,1,1,9.942073
"518","SWE","Sweden",0.2077922,0.2051948,0.2233766,0.1831733,0.180463,172,NA,1,NA,9.090318,10.07049,39.6,0.2330414,1,0,2000,41,1,13.11915,0.4483647,1,1,1,9.93772
"519","SYR","Syrian Arab Republic",0.1425891,0.0797373,0.0469043,0.4793621,0.2514071,175,1.67,0,0.2269606,8.741456,7.405792,16,0.1022059,0.05,0,1970,35,1,6.505663,0.1387054,1,1,0.2,7.606903
"520","SYR","Syrian Arab Republic",0.134358,0.0783093,0.0438585,0.4853584,0.2581158,175,2.166,0.1666667,0.2881204,8.914357,7.845409,15.7,0.1247268,0.05,0,1975,36,1,6.551595,0.13733,1,1,0,7.405792
"521","SYR","Syrian Arab Republic",0.1267857,0.0754464,0.0427455,0.4902902,0.2647322,175,2.857,0.3333333,0.3085117,9.071538,8.003003,15.4,0.1032377,0.05,0,1980,37,1,6.579144,0.1469926,1,1,0.1666667,7.845409
"522","SYR","Syrian Arab Republic",0.1281932,0.0715281,0.0415235,0.4918718,0.2668834,175,3.544,0.1666667,0.2663449,9.249272,8.029099,15.4,0.111565,0.05,0,1985,38,1,6.631462,0.1493034,1,1,0.3333333,8.003003
"523","SYR","Syrian Arab Republic",0.1359704,0.0686537,0.0415225,0.4790028,0.2748506,175,4.347,0,NA,9.402282,8.043781,15.9,0.1570419,0.05,0,1990,39,1,6.643137,0.1635355,1,1,0.1666667,8.029099
"524","SYR","Syrian Arab Republic",0.1513532,0.0696129,0.0426859,0.4446728,0.2916752,175,5.21,0,NA,9.562475,8.275031,17.3,0.2021042,0.05,0,1995,40,1,6.664771,0.1689719,1,1,0,8.043781
"525","SYR","Syrian Arab Republic",0.1660024,0.0768116,0.0447464,0.3993357,0.3131039,175,NA,0,NA,9.692087,8.317245,19,0.2286348,0.15,0,2000,41,1,6.705132,0.1782165,1,1,0,8.275031
"526","TCD","Chad",0.1674331,0.1060319,0.0581553,0.4203408,0.2480389,176,NA,0.1666667,NA,8.203031,7.073476,19.1,0.1030273,0.05,0,1970,35,1,3.964323,0.1024426,1,1,0.48,7.094266
"527","TCD","Chad",0.1606838,0.1020757,0.0566545,0.432967,0.247619,176,NA,0,NA,8.301521,6.977922,18.5,0.0910461,0.15,0,1975,36,1,3.991055,0.1029335,1,1,0.1666667,7.073476
"528","TCD","Chad",0.1524972,0.0981132,0.0554939,0.4432852,0.2506104,176,NA,0.1666667,NA,8.406709,7.398462,17.9,0.0551023,NA,0,1980,37,1,4.020683,0.113855,1,1,0,6.977922
"529","TCD","Chad",0.1494139,0.0933837,0.054242,0.4500298,0.2529307,176,NA,0,NA,8.540128,6.937676,17.5,-0.1201873,0.15,0,1985,38,1,4.041049,0.1157377,1,1,0.1666667,7.398462
"530","TCD","Chad",0.146978,0.0889423,0.0527129,0.4541552,0.2572115,176,NA,0,NA,8.65626,6.816232,17.2,-0.0771293,0.15,0,1990,39,1,4.063591,0.1282935,1,1,0,6.937676
"531","TCD","Chad",0.145595,0.0833457,0.0509583,0.4596642,0.2604368,176,NA,0.1666667,NA,8.810907,6.796316,17,-0.0167131,0.3,0,1995,40,1,4.071505,0.1249482,1,1,0,6.816232
"532","TCD","Chad",0.1425846,0.0803867,0.0493513,0.4651488,0.2625286,176,NA,0.1666667,NA,8.948196,6.811872,16.7,0.0149701,0.4,0,2000,41,1,4.09847,0.1257564,1,1,0.1666667,6.796316
"533","TGO","Togo",0.1544191,0.0913605,0.0491559,0.448858,0.2562065,177,0.485,0,0.4548652,7.607878,7.242382,17.5,0.2594702,0.15,0,1970,35,1,17.47175,0.4690178,1,NA,0.45,7.017609
"534","TGO","Togo",0.1515687,0.0883783,0.0494918,0.4524967,0.2580645,177,0.644,0,0.3131629,7.724888,7.054319,17.3,0.1737713,0.15,0,1975,36,1,17.58002,0.4666472,1,NA,0,7.242382
"535","TGO","Togo",0.1477363,0.0861795,0.048054,0.457506,0.2605242,177,1.623,0,0.3798397,7.831617,7.228293,17.1,0.2336099,0.15,0,1980,37,1,17.69027,0.513698,1,NA,0,7.054319
"536","TGO","Togo",0.1482851,0.0840619,0.0484196,0.4583053,0.260928,177,1.871,0.1666667,NA,7.998335,7.168874,17,0.0787055,0.15,0,1985,38,1,17.75906,0.489114,1,NA,0,7.228293
"537","TGO","Togo",0.1493488,0.083068,0.0477569,0.4558611,0.2639653,177,2.34,0.1666667,NA,8.146998,7.084732,17.1,0.1467401,0.15,0,1990,39,1,17.87341,0.5437009,1,NA,0.1666667,7.168874
"538","TGO","Togo",0.1517188,0.0816749,0.047816,0.4492117,0.2695787,177,2.673,0.1666667,NA,8.271293,6.781268,17.4,0.1180569,0.4,0,1995,40,1,17.93707,0.5472314,1,NA,0.1666667,7.084732
"539","TGO","Togo",0.1506249,0.0828766,0.0486735,0.4426661,0.2751589,177,NA,0.3333333,NA,8.417815,6.7689,17.7,0.0621547,0.4,0,2000,41,1,18.04296,0.5727907,1,NA,0.1666667,6.781268
"540","THA","Thailand",0.1612752,0.0859325,0.0489507,0.4489948,0.2548468,178,3.535,0,0.1641803,10.48417,7.507953,17.4,0.2116689,0.6,0,1970,35,1,11.87336,0.3003324,1,1,0.17,7.206482
"541","THA","Thailand",0.1576462,0.0901562,0.0502724,0.4276063,0.2743189,178,3.552,0.8333333,0.1995054,10.63004,7.638207,18.2,0.2211604,0.65,0,1975,36,1,11.97121,0.2948792,1,1,0,7.507953
"542","THA","Thailand",0.1600527,0.096761,0.0520705,0.3943592,0.2967567,178,3.765,0.6666667,0.2186756,10.75188,7.91223,19.5,0.2294572,0.6,0,1980,37,1,12.07421,0.3185245,1,1,0.8333333,7.638207
"543","THA","Thailand",0.1746602,0.105207,0.0560801,0.3559577,0.308095,178,4.777,0.6666667,0.1527522,10.84244,8.092428,21.3,0.2547348,0.6,0,1985,38,1,12.15042,0.3277619,1,1,0.6666667,7.91223
"544","THA","Thailand",0.1984004,0.1098915,0.0635043,0.319544,0.3086597,178,5.353,0.8333333,NA,10.92585,8.483225,23.4,0.33837,0.65,0,1990,39,1,12.2498,0.3336363,1,1,0.6666667,8.092428
"545","THA","Thailand",0.2209483,0.1181089,0.0728713,0.2873349,0.3007367,178,5.73,0.6666667,NA,10.97866,8.819564,25.4,0.3529692,0.95,0,1995,40,1,12.32019,0.3304847,1,1,0.8333333,8.483225
"546","THA","Thailand",0.2349851,0.1333651,0.0843852,0.2629549,0.2843097,178,NA,0.8333333,NA,11.01416,8.833033,27.5,0.3117902,0.95,0,2000,41,1,12.52232,0.3331447,1,1,0.6666667,8.819564
"547","TTO","Trinidad and Tobago",0.1419753,0.1080247,0.0668724,0.4207819,0.2623457,182,4.542,0.8333333,0.3914347,6.878326,8.792037,18.5,0.2695748,0.9,0,1970,35,1,17.27551,0.5453992,1,1,0.85,8.62865
"548","TTO","Trinidad and Tobago",0.1473788,0.1048467,0.0761622,0.3808111,0.2908012,182,4.992,0.8333333,0.4369494,6.919684,8.900778,20,0.4513311,0.9,0,1975,36,1,17.3848,0.5436143,1,1,0.8333333,8.792037
"549","TTO","Trinidad and Tobago",0.1641929,0.1011132,0.0797774,0.3432282,0.3116883,182,6.599,0.8333333,0.7065415,6.986567,9.168795,21.6,0.4207354,0.9,0,1980,37,1,17.46514,0.5419397,1,1,0.8333333,8.900778
"550","TTO","Trinidad and Tobago",0.179966,0.1010187,0.0806452,0.336163,0.3022071,182,6.376,1,NA,7.071573,9.203589,22.8,0.2289278,0.95,0,1985,38,1,17.54505,0.5470362,1,1,0.8333333,9.168795
"551","TTO","Trinidad and Tobago",0.199177,0.1069959,0.0872428,0.3349794,0.2716049,182,6.662,1,NA,7.102499,9.078541,24.1,0.2910169,0.95,0,1990,39,1,17.65338,0.5540915,1,1,1,9.203589
"552","TTO","Trinidad and Tobago",0.2188739,0.1229183,0.0888184,0.3037272,0.2656622,182,7.189,1,NA,7.140453,9.126772,25.5,0.3003316,0.95,0,1995,40,1,17.73409,0.5513248,1,1,1,9.078541
"553","TTO","Trinidad and Tobago",0.2226532,0.1411947,0.0961986,0.2505819,0.2893716,182,NA,0.8333333,NA,7.170888,9.321452,27.6,0.3163426,1,0,2000,41,1,17.94787,0.5805559,1,1,1,9.126772
"554","TUN","Tunisia",0.148538,0.1003899,0.0619883,0.4621832,0.2269006,183,0.914,0.1666667,0.4263296,8.542276,7.851063,16.8,0.1839598,0.1,0,1970,35,1,14.83502,0.3977339,1,NA,0.64,7.683999
"555","TUN","Tunisia",0.1477233,0.0997176,0.0582421,0.4380515,0.2562654,183,1.25,0.1666667,0.4800358,8.632484,8.194864,17.7,0.2614563,0.05,0,1975,36,1,14.92438,0.4080073,1,NA,0.1666667,7.851063
"556","TUN","Tunisia",0.1328077,0.1038961,0.0589054,0.4202226,0.2841682,183,1.918,0.1666667,NA,8.76155,8.3811,18.5,0.2399661,0.05,0,1980,37,1,15.02178,0.4219327,1,NA,0.1666667,8.194864
"557","TUN","Tunisia",0.1410901,0.1053419,0.0626614,0.4009787,0.289928,183,2.478,0.3333333,NA,8.890184,8.475858,19.5,0.2413262,0.1,0,1985,38,1,15.07608,0.4287574,1,NA,0.1666667,8.3811
"558","TUN","Tunisia",0.1655702,0.0975877,0.0702973,0.3802388,0.2863061,183,3.017,0.3333333,NA,9.006313,8.504511,20.7,0.2545189,0.25,0,1990,39,1,15.16402,0.4955885,1,NA,0.3333333,8.475858
"559","TUN","Tunisia",0.1915298,0.0973293,0.0781093,0.3451782,0.2878534,183,3.581,0.1666667,NA,9.100246,8.614884,22.5,0.2068234,0.35,0,1995,40,1,15.20024,0.4877793,1,NA,0.3333333,8.504511
"560","TUN","Tunisia",0.208237,0.1087413,0.0835259,0.3027947,0.296701,183,NA,0.1666667,NA,9.165709,8.821177,24.4,0.2385265,0.35,0,2000,41,1,15.27799,0.4944724,1,NA,0.1666667,8.614884
"561","TUR","Turkey",0.1701834,0.0967742,0.0678579,0.4154607,0.2497238,184,2.162,0.6666667,0.2663003,10.47223,8.19382,19,0.1796117,0.9,0,1970,35,1,6.126719,0.1260166,1,1,0.76,8.013696
"562","TUR","Turkey",0.1575329,0.0971477,0.0669186,0.4158703,0.2625305,184,2.263,0.8333333,0.3800739,10.59726,8.375748,19,0.1617211,0.95,0,1975,36,1,6.16083,0.122375,1,1,0.6666667,8.19382
"563","TUR","Turkey",0.1529024,0.1072311,0.0631205,0.4057528,0.2709932,184,2.798,0.3333333,0.2419912,10.70288,8.359807,19.4,0.1072453,0.25,0,1980,37,1,6.193794,0.1333756,1,1,0.8333333,8.375748
"564","TUR","Turkey",0.1603572,0.1092319,0.0623686,0.3883864,0.279656,184,3.383,0.6666667,0.1725954,10.82548,8.494387,20.3,0.2001995,0.85,0,1985,38,1,6.226797,0.1322492,1,1,0.3333333,8.359807
"565","TUR","Turkey",0.1741297,0.1037937,0.0686692,0.3673409,0.2860665,184,3.954,0.8333333,0.2536523,10.93585,8.655212,21.3,0.2045871,0.95,0,1990,39,1,6.251072,0.149536,1,1,0.6666667,8.494387
"566","TUR","Turkey",0.1910258,0.1037577,0.0755827,0.3422863,0.2873474,184,4.574,0.3333333,NA,11.03064,8.717897,22.7,0.1890265,0.9,0,1995,40,1,6.275517,0.1520037,1,1,0.8333333,8.655212
"567","TUR","Turkey",0.2032923,0.112989,0.0803591,0.3173357,0.2860239,184,NA,0.5,NA,11.1187,8.829385,24.2,0.1480923,0.85,0,2000,41,1,6.311953,0.1541635,1,1,0.3333333,8.717897
"568","TWN","Taiwan",NA,NA,NA,NA,NA,186,4.391,0.1666667,0.2650118,NA,7.93372,NA,0.2543129,0.1,0,1970,35,1,NA,NA,1,NA,0.23,7.585199
"569","TWN","Taiwan",NA,NA,NA,NA,NA,186,5.04,0.1666667,0.3465604,NA,8.273167,NA,0.271157,0.15,0,1975,36,1,NA,NA,1,NA,0.1666667,7.93372
"570","TWN","Taiwan",NA,NA,NA,NA,NA,186,6.368,0.3333333,0.387109,NA,8.677489,NA,0.3259557,0.15,0,1980,37,1,NA,NA,1,NA,0.1666667,8.273167
"571","TWN","Taiwan",NA,NA,NA,NA,NA,186,6.874,0.3333333,0.4087705,NA,8.924109,NA,0.3283401,0.15,0,1985,38,1,NA,NA,1,NA,0.3333333,8.677489
"572","TWN","Taiwan",NA,NA,NA,NA,NA,186,7.435,0.6666667,0.4120382,NA,9.303891,NA,0.2797398,0.45,0,1990,39,1,NA,NA,1,NA,0.3333333,8.924109
"573","TWN","Taiwan",NA,NA,NA,NA,NA,186,8.028,0.6666667,NA,NA,9.601359,NA,0.2706938,0.85,0,1995,40,1,NA,NA,1,NA,0.6666667,9.303891
"574","TWN","Taiwan",NA,NA,NA,NA,NA,186,NA,1,NA,NA,NA,NA,NA,0.95,0,2000,41,1,NA,NA,1,NA,0.6666667,9.601359
"575","TZA","Tanzania",0.1517883,0.0819279,0.0396191,0.4675778,0.2590869,187,NA,0.1666667,0.398132,9.524714,6.336952,16.6,0.284527,0.15,0,1970,35,1,5.262203,0.1375392,1,NA,0.63,6.185551
"576","TZA","Tanzania",0.1501329,0.0777551,0.0379504,0.4785215,0.25564,187,NA,0.1666667,0.3117196,9.674074,6.359638,16.1,0.1865515,0.15,0,1975,36,1,5.29486,0.1370969,1,NA,0.1666667,6.336952
"577","TZA","Tanzania",0.1515473,0.0784543,0.0384309,0.4759276,0.2556399,187,NA,0.1666667,0.34135,9.829895,6.40638,16.1,0.2153866,0.15,0,1980,37,1,5.329083,0.1439042,1,NA,0.1666667,6.359638
"578","TZA","Tanzania",0.1458813,0.0782216,0.0375085,0.4750169,0.2633717,187,NA,0.1666667,0.2489527,9.988518,6.449449,16.2,0.1771577,0.15,0,1985,38,1,5.355441,0.1461678,1,NA,0.1666667,6.40638
"579","TZA","Tanzania",0.1428955,0.0785638,0.0371336,0.4693878,0.2720193,187,NA,0.1666667,NA,10.14526,6.201927,16.4,-0.0076681,0.15,0,1990,39,1,5.393167,0.1635174,1,NA,0.1666667,6.449449
"580","TZA","Tanzania",0.1416578,0.0794839,0.0373756,0.4652663,0.2762164,187,NA,0.3333333,NA,10.29708,6.14666,16.6,0.0199173,0.45,0,1995,40,1,5.414562,0.1608665,1,NA,0.1666667,6.201927
"581","TZA","Tanzania",0.1428079,0.0767575,0.0384649,0.4583632,0.2836065,187,NA,0.5,NA,10.42513,6.17768,16.8,0.0913621,0.6,0,2000,41,1,5.455745,0.1638579,1,NA,0.3333333,6.14666
"582","UGA","Uganda",0.1459792,0.0828559,0.041481,0.4687036,0.2609803,188,1.047,0,NA,9.191361,6.409434,16.5,0.0950309,0.15,0,1970,35,1,4.868749,0.1313916,1,1,0.69,6.36559
"583","UGA","Uganda",0.1433346,0.0825288,0.0411251,0.4740067,0.2590048,188,1.239,0,NA,9.32613,6.425271,16.3,0.0300129,0.15,0,1975,36,1,4.907001,0.1305514,1,1,0,6.409434
"584","UGA","Uganda",0.1420892,0.0811136,0.0409981,0.4783376,0.2574615,188,1.686,0.3333333,NA,9.45774,6.093689,16.1,-0.0032227,0.65,0,1980,37,1,4.941707,0.1373699,1,1,0,6.425271
"585","UGA","Uganda",0.1441931,0.0756378,0.0409819,0.4787183,0.260469,188,1.663,0.3333333,NA,9.556338,6.474236,16,0.0746252,NA,0,1985,38,1,4.964054,0.1367085,1,1,0.3333333,6.093689
"586","UGA","Uganda",0.1405368,0.074185,0.0410667,0.4824329,0.2617786,188,2.584,0.1666667,NA,9.700759,6.53124,15.8,0.0062802,0.15,0,1990,39,1,5.002018,0.1483474,1,1,0.3333333,6.474236
"587","UGA","Uganda",0.1290386,0.071721,0.0411878,0.4919351,0.2661175,188,2.696,0.3333333,NA,9.863707,6.692755,15.4,0.0709762,0.3,0,1995,40,1,5.021784,0.1423554,1,1,0.1666667,6.53124
"588","UGA","Uganda",0.1196934,0.0675325,0.039472,0.4986161,0.274686,188,NA,0.1666667,NA,10.0083,6.846763,15.1,0.0262176,0.3,0,2000,41,1,5.054072,0.1477943,1,1,0.3333333,6.692755
"589","URY","Uruguay",0.2051282,0.1606125,0.1289174,0.2792023,0.2261396,191,5.231,0.6666667,NA,7.940228,8.721114,29.6,0.0208005,0.9,0,1970,35,1,8.530471,0.1783337,1,1,1,8.622192
"590","URY","Uruguay",0.1919406,0.1668434,0.1410392,0.2771297,0.223047,191,5.686,0.3333333,0.3525009,7.947679,8.779673,30,0.1540067,0.1,0,1975,36,1,8.600562,0.2039299,1,1,0.6666667,8.721114
"591","URY","Uruguay",0.1825669,0.1722718,0.1468771,0.2693892,0.228895,191,5.754,0.3333333,0.2468986,7.977282,8.990587,30.1,0.1174786,0.15,0,1980,37,1,8.667525,0.2022471,1,1,0.3333333,8.779673
"592","URY","Uruguay",0.1831173,0.1661682,0.1548687,0.2681954,0.2276504,191,6.519,0.8333333,0.2639832,8.009363,8.731979,30.3,0.1703526,0.95,0,1985,38,1,8.694333,0.2264017,1,1,0.3333333,8.990587
"593","URY","Uruguay",0.1882845,0.1573865,0.1641455,0.2603798,0.2298037,191,6.687,1,0.2334082,8.041091,8.890516,30.7,0.1700718,1,0,1990,39,1,8.732199,0.2626756,1,1,0.8333333,8.731979
"594","URY","Uruguay",0.1928571,0.1518634,0.1698758,0.2503106,0.2350932,191,6.877,0.8333333,NA,8.076515,9.081685,31.1,0.1282414,1,0,1995,40,1,8.785756,0.2534342,1,1,1,8.890516
"595","URY","Uruguay",0.1939539,0.1526489,0.1724035,0.2475307,0.233463,191,NA,1,NA,8.112827,9.17177,31.4,0.1247206,1,0,2000,41,1,8.837201,0.2561688,1,1,0.8333333,9.081685
"596","USA","United States",0.1705186,0.1639649,0.1407916,0.2834631,0.2412618,192,9.788,1,0.4300049,12.23102,9.70207,28.2,0.1838128,1,0,1970,35,1,3.653801,0.0977126,1,1,0.92,9.594625
"597","USA","United States",0.1724479,0.1603615,0.1480753,0.2517385,0.2673768,192,10.013,1,0.4061264,12.28291,9.800418,28.8,0.1835826,1,0,1975,36,1,3.683752,0.0987842,1,1,1,9.70207
"598","USA","United States",0.193255,0.151817,0.1563497,0.2242795,0.2742989,192,11.907,1,0.396186,12.3337,9.96813,30.1,0.1957063,1,0,1980,37,1,3.712433,0.1069752,1,1,1,9.800418
"599","USA","United States",0.2194559,0.1425309,0.1624501,0.2163181,0.2592449,192,11.711,1,0.3568531,12.37971,10.07001,31.4,0.174491,1,0,1985,38,1,3.731646,0.1074952,1,1,1,9.96813
"600","USA","United States",0.2410152,0.1443041,0.1645731,0.2177115,0.2323961,192,11.999,1,0.3549913,12.42697,10.18331,32.8,0.1635425,1,0,1990,39,1,3.756992,0.1156333,1,1,1,10.07001
"601","USA","United States",0.2450286,0.1608667,0.1614113,0.2219275,0.2107659,192,12.179,1,NA,12.48673,10.25446,34,0.1697782,1,0,1995,40,1,3.773527,0.1137171,1,1,1,10.18331
"602","USA","United States",0.2326386,0.1818351,0.1611509,0.2182421,0.2061333,192,NA,1,NA,12.55046,10.4131,35.2,0.1702004,1,0,2000,41,1,3.802517,0.1183919,1,1,1,10.25446
"603","VEN","Venezuela, RB",0.1500793,0.0871187,0.0476635,0.456394,0.2587445,196,2.925,0.8333333,0.3120439,9.27996,9.261748,17.1,0.3690376,0.95,0,1970,35,1,9.148422,0.2791457,1,1,0.73,9.203649
"604","VEN","Venezuela, RB",0.1504633,0.0890529,0.0493168,0.433014,0.278153,196,3.378,0.8333333,0.2939294,9.452031,9.01757,18.1,0.3968368,0.95,0,1975,36,1,9.207636,0.2772313,1,1,0.8333333,9.261748
"605","VEN","Venezuela, RB",0.1610787,0.0891863,0.0502915,0.4068381,0.2926053,196,4.93,1,0.2906552,9.621854,8.983068,19.1,0.3338937,0.95,0,1980,37,1,9.276115,0.2877642,1,1,0.8333333,9.01757
"606","VEN","Venezuela, RB",0.1745828,0.0895087,0.0528066,0.3921694,0.2909324,196,5.295,1,0.2456199,9.749054,8.825475,20,0.2772512,0.95,0,1985,38,1,9.303574,0.2938639,1,1,1,8.983068
"607","VEN","Venezuela, RB",0.1854586,0.0928062,0.0571194,0.3815311,0.2830847,196,4.89,1,0.1899741,9.878272,8.84677,20.9,0.2942207,0.95,0,1990,39,1,9.356541,0.315345,1,1,1,8.825475
"608","VEN","Venezuela, RB",0.1964824,0.1029237,0.0612608,0.3620831,0.2772499,196,5.35,0.6666667,NA,9.991681,8.866961,21.9,0.2341749,0.9,0,1995,40,1,9.394841,0.3123766,1,1,1,8.84677
"609","VEN","Venezuela, RB",0.2023726,0.11653,0.0661531,0.3399926,0.2749516,196,NA,0.6666667,NA,10.09287,8.767203,23.1,0.2997441,0.85,0,2000,41,1,9.469392,0.3142257,1,1,0.6666667,8.866961
"610","ZAF","South Africa",0.1615836,0.0991746,0.0545085,0.4269321,0.2578011,208,4.466,0.8333333,0.5020504,10.00274,8.836061,18.6,0.1944488,0.7,0,1970,35,1,8.058482,0.2316449,1,1,0.59,8.682797
"611","ZAF","South Africa",0.1597365,0.0960667,0.0517342,0.4270103,0.2654524,208,4.411,0.5,0.4949903,10.11569,8.930145,18.5,0.2273176,0.7,0,1975,36,1,8.103709,0.2326294,1,1,0.8333333,8.836061
"612","ZAF","South Africa",0.1599574,0.0942723,0.0507224,0.4186142,0.2764336,208,4.816,0.3333333,0.5062177,10.2247,8.980937,18.8,0.3140443,0.7,0,1980,37,1,8.15566,0.2434115,1,1,0.5,8.930145
"613","ZAF","South Africa",0.166399,0.0939725,0.0500318,0.4037092,0.2858874,208,5.222,0.3333333,0.502871,10.35163,8.966209,19.3,0.2377527,0.7,0,1985,38,1,8.188642,0.2450736,1,1,0.3333333,8.980937
"614","ZAF","South Africa",0.1755048,0.0960975,0.0512375,0.3858011,0.2913591,208,5.137,0.3333333,0.5136679,10.4688,8.960091,20.3,0.1757311,0.75,0,1990,39,1,8.240421,0.2852101,1,1,0.3333333,8.966209
"615","ZAF","South Africa",0.1875535,0.1000562,0.0537298,0.3665307,0.2921299,208,8.072,1,NA,10.57439,8.884942,21.4,0.1914037,0.95,0,1995,40,1,8.267133,0.2877093,1,1,0.3333333,8.960091
"616","ZAF","South Africa",0.1980682,0.1094318,0.0585455,0.3403864,0.2935682,208,NA,1,NA,10.66432,8.928168,22.6,0.1796339,0.95,0,2000,41,1,8.307693,0.2862811,1,1,1,8.884942
