"","code","country","age_midage","age_old","age_veryold","age_veryyoung","age_young","code_numeric","education","fhpolrigaug","laborshare","lpop","lrgdpch","medage","nsave","polity4","socialist","year","year_numeric","sample","worldincome","worlddemocracy","samplebalancefe","samplebalancegmm","lag_fhpolrigaug","lag_lrgdpch"
"249","IDN","Indonesia",0.1654696,0.1098559,0.0568228,0.383503,0.2843488,83,3.648,0.3333333,0.2134041,12.00173,7.730899,20.3,0.2868937,0.15,0,1985,38,1,10.51251,0.3189556,1,1,0.3333333,7.54732
"250","IDN","Indonesia",0.1771369,0.1116083,0.061976,0.3604786,0.2888002,83,3.296,0.1666667,0.1948477,12.09084,7.955369,21.6,0.3327005,0.15,0,1990,39,1,10.60163,0.3324045,1,1,0.3333333,7.730899
"251","IDN","Indonesia",0.1928202,0.1112311,0.0686746,0.3339874,0.2932867,83,4.032,0,NA,12.16915,8.200976,23.1,0.3057633,0.15,0,1995,40,1,10.65424,0.3263544,1,1,0.1666667,7.955369
"252","IDN","Indonesia",0.2096011,0.1165727,0.0764137,0.308694,0.2887185,83,NA,0.6666667,NA,12.23692,8.200371,24.6,0.2577798,0.85,0,2000,41,1,10.84847,0.3260566,1,1,0,8.200976
"253","IND","India",0.1745406,0.1085411,0.0598723,0.4043203,0.2527257,84,1.899,0.8333333,0.4549198,13.21324,6.978369,19.9,0.1599572,0.95,0,1970,35,1,2.572107,0.0617212,1,1,0.91,6.831872
"254","IND","India",0.1698692,0.1097114,0.0620089,0.398037,0.2603734,84,2.359,0.8333333,0.4906348,13.32687,6.997562,20,0.1995868,0.85,0,1975,36,1,2.589623,0.0614247,1,1,0.8333333,6.978369
"255","IND","India",0.1677392,0.1119641,0.0647524,0.3854948,0.2700496,84,2.715,0.8333333,0.4922402,13.44057,7.055082,20.6,0.1711489,0.9,0,1980,37,1,2.607197,0.0655885,1,1,0.8333333,6.997562
"256","IND","India",0.1714587,0.1118729,0.0661437,0.3750831,0.2754416,84,3.134,0.8333333,0.4213597,13.54782,7.221988,21.2,0.2070422,0.9,0,1985,38,1,2.622193,0.0668851,1,1,0.8333333,7.055082
"257","IND","India",0.1802386,0.1109784,0.0683079,0.3653353,0.2751398,84,3.677,0.8333333,0.376252,13.65242,7.423547,21.8,0.2203828,0.9,0,1990,39,1,2.639436,0.0702437,1,1,0.8333333,7.221988
"258","IND","India",0.1898118,0.1118844,0.0714905,0.3572831,0.2695302,84,4.165,0.5,NA,13.74528,7.590337,22.6,0.2247744,0.95,0,1995,40,1,2.651558,0.0711148,1,1,0.8333333,7.423547
"259","IND","India",0.197344,0.1174746,0.0754798,0.3413758,0.2683259,84,NA,0.8333333,NA,13.83131,7.815578,23.4,0.2131931,0.95,0,2000,41,1,2.676295,0.071777,1,1,0.5,7.590337
"260","IRL","Ireland",0.1540284,0.1607989,0.1567366,0.3117806,0.2166554,85,6.517,1,0.4584633,7.989561,8.8901,27.6,0.1232643,1,0,1970,35,1,23.88656,0.7484681,1,1,0.97,8.699453
"261","IRL","Ireland",0.1519824,0.1469478,0.1548143,0.312146,0.2341095,85,6.697,1,0.4173453,8.063693,9.045475,26.4,0.1308809,1,0,1975,36,1,23.99855,0.7469898,1,1,1,8.8901
"262","IRL","Ireland",0.1655395,0.1355484,0.1484857,0.3060865,0.2443399,85,7.605,1,0.3446802,8.131824,9.206577,26.4,0.1000532,1,0,1980,37,1,24.11629,0.7644117,1,1,1,9.045475
"263","IRL","Ireland",0.1816897,0.1282848,0.1446736,0.2969765,0.2483753,85,7.869,1,0.275108,8.171882,9.295671,26.9,0.1790714,1,0,1985,38,1,24.20772,0.7661431,1,1,1,9.206577
"264","IRL","Ireland",0.199431,0.1365576,0.1513513,0.2733997,0.2392603,85,8.503,1,0.2569326,8.162174,9.558014,29.1,0.2446595,1,0,1990,39,1,24.35216,0.8452449,1,1,1,9.295671
"265","IRL","Ireland",0.2067627,0.1538248,0.152439,0.2425166,0.2444568,85,8.786,1,NA,8.189244,9.756508,30.9,0.2918531,1,0,1995,40,1,24.42924,0.8446198,1,1,1,9.558014
"266","IRL","Ireland",0.2044503,0.1696335,0.1520942,0.2151832,0.2586387,85,NA,1,NA,8.241177,10.18039,31.9,0.3886285,1,0,2000,41,1,24.56856,0.8481937,1,1,1,9.756508
"267","IRN","Iran",0.1448108,0.0927109,0.0576189,0.4456439,0.2592156,86,1.005,0.3333333,0.2423798,10.25517,8.561217,17.6,0.2704327,0,0,1970,35,1,3.89317,0.0955327,1,1,0.45,8.141539
"268","IRN","Iran",0.1404114,0.1060206,0.0548993,0.4450408,0.253628,86,1.487,0.1666667,0.7040718,10.41049,8.522073,17.6,0.3366924,0,0,1975,36,1,3.924164,0.098585,1,1,0.3333333,8.561217
"269","IRN","Iran",0.1332096,0.1007778,0.0541379,0.4469805,0.2648943,86,1.934,0.3333333,0.5487418,10.57449,8.301185,17.5,0.2642846,NA,0,1980,37,1,3.947238,0.102598,1,1,0.1666667,8.522073
"270","IRN","Iran",0.1412204,0.0899013,0.0553858,0.4464721,0.2670203,86,2.67,0.3333333,0.4472229,10.76003,8.397391,17.6,0.2096569,0.2,0,1985,38,1,3.972258,0.1091252,1,1,0.3333333,8.301185
"271","IRN","Iran",0.1558703,0.0784642,0.057424,0.446941,0.2613005,86,3.361,0.1666667,NA,10.90412,8.26404,17.7,0.2709185,0.2,0,1990,39,1,3.999588,0.1257622,1,1,0.3333333,8.397391
"272","IRN","Iran",0.1653869,0.0801526,0.0620702,0.4252416,0.2671486,86,3.981,0.1666667,NA,10.98451,8.519805,18.3,0.3488889,0.2,0,1995,40,1,4.014843,0.1214521,1,1,0.1666667,8.26404
"273","IRN","Iran",0.175742,0.0938836,0.063768,0.3522064,0.3144001,86,NA,0.1666667,NA,11.06137,8.698613,20.6,0.3419921,0.65,0,2000,41,1,4.042458,0.1270858,1,1,0.1666667,8.519805
"274","ISL","Iceland",0.1625616,0.1330049,0.1231527,0.3300492,0.2512315,88,6.222,1,0.6050245,5.31812,9.298835,24.6,0.2737382,1,0,1970,35,1,13.11962,0.3909551,1,1,1,9.275016
"275","ISL","Iceland",0.1612903,0.1382488,0.1290323,0.2995392,0.2718894,88,6.648,1,0.5647696,5.384495,9.564708,25.4,0.2713434,1,0,1975,36,1,13.18866,0.3885491,1,1,1,9.298835
"276","ISL","Iceland",0.1754386,0.1403509,0.131579,0.2763158,0.2763158,88,7.11,1,0.5446389,5.429346,9.808449,26.9,0.2731495,1,0,1980,37,1,13.2618,0.4172182,1,1,1,9.564708
"277","ISL","Iceland",0.1942149,0.1322314,0.1404959,0.2644628,0.268595,88,7.55,1,0.6910595,5.484797,9.857358,28,0.2021621,1,0,1985,38,1,13.31112,0.4168469,1,1,1,9.808449
"278","ISL","Iceland",0.2204724,0.1338583,0.1456693,0.2480315,0.2519685,88,7.961,1,NA,5.540479,9.954723,30,0.2098595,1,0,1990,39,1,13.38934,0.4771687,1,1,1,9.857358
"279","ISL","Iceland",0.2276119,0.1455224,0.1529851,0.2425373,0.2313433,88,8.348,1,NA,5.590987,9.927636,31.5,0.208688,1,0,1995,40,1,13.4305,0.4743652,1,1,1,9.954723
"280","ISL","Iceland",0.2234043,0.1666667,0.1524823,0.2340426,0.2234043,88,NA,1,NA,5.634789,10.11767,32.9,0.1730712,1,0,2000,41,1,13.52113,0.4783092,1,1,1,9.927636
"281","ISR","Israel",0.1594753,0.1415257,0.1063169,0.3313773,0.2613048,89,7.652,0.8333333,0.346615,7.997663,9.086753,23.4,0.0388768,0.95,0,1970,35,1,12.14624,0.3611746,1,1,0.97,8.898729
"282","ISR","Israel",0.1521739,0.1289458,0.1179273,0.3284693,0.2724836,89,7.862,0.8333333,0.3771309,8.147577,9.305582,24,-0.0341568,0.95,0,1975,36,1,12.21068,0.3627314,1,1,0.8333333,9.086753
"283","ISR","Israel",0.1686587,0.1237716,0.1176627,0.3320053,0.2579017,89,9.115,0.8333333,0.6023094,8.263075,9.34363,24.8,0.0684245,0.95,0,1980,37,1,12.29227,0.3701168,1,1,0.8333333,9.305582
"284","ISR","Israel",0.1871801,0.117475,0.1242993,0.3253717,0.2456739,89,9.013,0.8333333,0.5430319,8.350666,9.392495,25.4,0.0574955,0.95,0,1985,38,1,12.34421,0.3729419,1,1,0.8333333,9.34363
"285","ISR","Israel",0.2025709,0.1125887,0.1234486,0.3129432,0.2484486,89,9.03,0.8333333,NA,8.446771,9.519797,25.8,0.1440504,0.95,0,1990,39,1,12.41709,0.4207752,1,1,0.8333333,9.392495
"286","ISR","Israel",0.1955506,0.1314264,0.1308656,0.2922041,0.2499533,89,9.062,1,NA,8.620652,9.6899,27,0.0903783,0.95,0,1995,40,1,12.45818,0.4231546,1,1,0.8333333,9.519797
"287","ISR","Israel",0.1890416,0.14683,0.1312697,0.2827346,0.2501242,89,NA,1,NA,8.737647,9.738237,27.9,0.1245903,1,0,2000,41,1,12.53776,0.4294694,1,1,1,9.6899
"288","ITA","Italy",0.209171,0.1703764,0.1612723,0.2457174,0.2134629,90,5.215,1,0.3792127,10.89344,9.332002,32.8,0.2692119,1,0,1970,35,1,8.778229,0.2096998,1,1,0.97,9.049049
"289","ITA","Italy",0.1977273,0.1708514,0.174044,0.2423521,0.2150252,90,5.281,1,0.3868344,10.92307,9.435337,33.4,0.2462961,1,0,1975,36,1,8.828086,0.2098868,1,1,1,9.332002
"290","ITA","Italy",0.1998937,0.187685,0.1699123,0.2227341,0.219775,90,5.324,1,0.4549198,10.94083,9.631416,34,0.2488066,1,0,1980,37,1,8.883133,0.2198708,1,1,1,9.435337
"291","ITA","Italy",0.1978867,0.187267,0.1840334,0.1958193,0.2349937,90,5.756,1,0.5234374,10.94364,9.704334,35.2,0.2306558,1,0,1985,38,1,8.918689,0.2219646,1,1,1,9.631416
"292","ITA","Italy",0.2086213,0.1841678,0.2111777,0.1586566,0.2373766,90,6.162,1,0.6960464,10.94586,9.868263,37.4,0.2226347,1,0,1990,39,1,8.967305,0.2660978,1,1,1,9.704334
"293","ITA","Italy",0.2151969,0.1901188,0.2238006,0.1495436,0.2213399,90,6.6,1,NA,10.95438,9.918014,38.5,0.2341074,1,0,1995,40,1,8.993806,0.2645171,1,1,1,9.868263
"294","ITA","Italy",0.2312813,0.1918277,0.240632,0.1429192,0.1933398,90,NA,1,NA,10.96284,9.988757,40.2,0.2158005,1,0,2000,41,1,9.050223,0.269807,1,1,1,9.918014
"295","JAM","Jamaica",0.1300161,0.106474,0.0845372,0.4697699,0.2092028,91,2.962,1,0.4396847,7.533159,8.260118,16.7,0.273535,1,0,1970,35,1,18.02691,0.6011733,1,1,0.9,8.082705
"296","JAM","Jamaica",0.1206554,0.1042701,0.0849057,0.4518372,0.2383317,91,3.375,1,0.4662274,7.607381,8.284571,17,0.1542071,1,0,1975,36,1,18.12767,0.6023927,1,1,1,8.260118
"297","JAM","Jamaica",0.132677,0.0951711,0.092827,0.4022503,0.2770745,91,3.602,0.8333333,0.4019729,7.665285,8.146678,19.2,0.1593304,1,0,1980,37,1,18.19429,0.6225358,1,1,1,8.284571
"298","JAM","Jamaica",0.1414889,0.0922943,0.0940357,0.3665651,0.305616,91,4.126,0.8333333,0.3536654,7.745479,8.100238,20.6,0.144711,1,0,1985,38,1,18.27269,0.6227759,1,1,0.8333333,8.146678
"299","JAM","Jamaica",0.1658928,0.0920219,0.1000422,0.3516251,0.2904179,91,4.554,0.8333333,0.3437945,7.779048,8.318845,22.1,0.2375121,1,0,1990,39,1,18.3717,0.6393711,1,1,0.8333333,8.100238
"300","JAM","Jamaica",0.1842105,0.0959514,0.0967611,0.3380567,0.2850202,91,4.923,0.8333333,NA,7.816014,8.244399,23,0.2511498,0.95,0,1995,40,1,18.44781,0.6278377,1,1,0.8333333,8.318845
"301","JAM","Jamaica",0.1975213,0.1053447,0.0960496,0.3156468,0.2854376,91,NA,0.8333333,NA,7.852828,8.214085,24.1,0.1562087,0.95,0,2000,41,1,18.58862,0.6303537,1,1,0.8333333,8.244399
"302","JOR","Jordan",0.1528035,0.0757856,0.047443,0.4584104,0.2655576,92,2.292,0.1666667,0.2348094,7.31854,7.708977,17.1,-0.1657476,0.05,0,1970,35,1,20.57263,0.3924133,1,1,0.31,7.919852
"303","JOR","Jordan",0.1548787,0.0764068,0.043366,0.4718637,0.2534848,92,2.911,0.1666667,0.3082924,7.501082,7.765361,16.4,-0.215339,0,0,1975,36,1,20.71925,0.3992633,1,1,0.1666667,7.708977
"304","JOR","Jordan",0.1338724,0.0772686,0.0462713,0.4937107,0.2488769,92,2.933,0.1666667,0.296617,7.687539,8.306857,15.3,-0.0764212,0,0,1980,37,1,20.85147,0.4231788,1,1,0.1666667,7.765361
"305","JOR","Jordan",0.1289726,0.0772358,0.0513673,0.4704361,0.2719882,92,3.944,0.3333333,0.2349397,7.880048,8.400855,16.2,-0.1516186,0.05,0,1985,38,1,21.00198,0.429697,1,1,0.1666667,8.306857
"306","JOR","Jordan",0.1214264,0.0768521,0.0473409,0.4681832,0.2861974,92,5.39,0.3333333,0.2895631,8.061487,8.148808,16.3,0.0104561,0.3,0,1990,39,1,21.0949,0.4307873,1,1,0.3333333,8.400855
"307","JOR","Jordan",0.1456813,0.0804895,0.0414215,0.4142151,0.3181925,92,6.417,0.5,NA,8.341649,8.230902,18.7,0.1222818,0.4,0,1995,40,1,21.21123,0.4251391,1,1,0.3333333,8.148808
"308","JOR","Jordan",0.1785502,0.0790467,0.0460775,0.3886792,0.3076465,92,NA,0.5,NA,8.494295,8.267375,20.1,-0.0592941,0.4,0,2000,41,1,21.35689,0.4456582,1,1,0.5,8.230902
"309","JPN","Japan",0.2303246,0.1453834,0.1064976,0.2403121,0.2774822,93,6.885,0.8333333,0.3440537,11.55546,9.347801,29,0.4086612,1,0,1970,35,1,5.133902,0.1201029,1,1,1,8.830431
"310","JPN","Japan",0.2313762,0.1586026,0.1169972,0.2430777,0.2499462,93,7.36,0.8333333,0.3666475,11.62572,9.485228,30.4,0.3278027,1,0,1975,36,1,5.173276,0.1208052,1,1,0.8333333,9.347801
"311","JPN","Japan",0.2415352,0.1777034,0.1285967,0.2355338,0.2166308,93,8.232,1,0.3570409,11.66806,9.656223,32.6,0.3147519,1,0,1980,37,1,5.217009,0.125311,1,1,0.8333333,9.485228
"312","JPN","Japan",0.2390493,0.1914645,0.1477031,0.2151411,0.206642,93,8.507,1,0.335191,11.70151,9.783747,35.2,0.31732,1,0,1985,38,1,5.250297,0.128617,1,1,1,9.656223
"313","JPN","Japan",0.2234292,0.2009827,0.1740517,0.1840001,0.2175363,93,9.224,1,0.3517228,11.7243,10.00876,37.4,0.3370933,1,0,1990,39,1,5.287868,0.129223,1,1,1,9.783747
"314","JPN","Japan",0.1989432,0.2191786,0.2051597,0.1595483,0.2171702,93,9.442,1,NA,11.73957,10.05485,39.7,0.2959304,1,0,1995,40,1,5.323592,0.1286982,1,1,1,10.00876
"315","JPN","Japan",0.1946172,0.2214919,0.2326385,0.1463939,0.2048585,93,NA,1,NA,11.75092,10.11356,41.3,0.2737355,1,0,2000,41,1,5.380269,0.1366271,1,1,1,10.05485
"316","KEN","Kenya",0.1387985,0.0819773,0.0524233,0.4885214,0.2382795,95,1.448,0.3333333,0.4451096,9.349929,6.710691,15.6,0.2355848,0.15,0,1970,35,1,10.40437,0.2440223,1,1,0.58,6.741649
"317","KEN","Kenya",0.1245397,0.0776992,0.0485344,0.4953601,0.2538666,95,1.542,0.3333333,0.4089098,9.528139,7.036955,15.2,0.1345367,0.15,0,1975,36,1,10.46493,0.2434131,1,1,0.3333333,6.710691
"318","KEN","Kenya",0.1198069,0.0745968,0.0446603,0.5012219,0.2597141,95,2.456,0.3333333,0.4502225,9.719084,7.12166,15,0.1339974,0.2,0,1980,37,1,10.5252,0.2604609,1,1,0.3333333,7.036955
"319","KEN","Kenya",0.1253163,0.0691366,0.0417552,0.5040996,0.2596923,95,2.382,0.1666667,0.432795,9.897017,7.04774,14.8,0.210714,0.15,0,1985,38,1,10.58329,0.265687,1,1,0.3333333,7.12166
"320","KEN","Kenya",0.1350011,0.0629637,0.0405342,0.4953996,0.2661013,95,2.983,0.1666667,0.4165106,10.05852,7.197484,15.2,0.1445043,0.15,0,1990,39,1,10.65672,0.2782656,1,1,0.1666667,7.04774
"321","KEN","Kenya",0.1447974,0.064184,0.0414385,0.4652428,0.2843373,95,3.504,0,NA,10.19201,7.133424,16.5,0.1171889,0.25,0,1995,40,1,10.70179,0.2828346,1,1,0.1666667,7.197484
"322","KEN","Kenya",0.1465746,0.0708324,0.0422899,0.4336356,0.3066675,95,NA,0.1666667,NA,10.31201,7.126381,17.7,0.0352645,0.4,0,2000,41,1,10.79068,0.280056,1,1,0,7.133424
"323","KOR","Korea, Rep.",0.1749154,0.1004573,0.0540659,0.420718,0.2498434,101,4.758,0.3333333,0.2287131,10.37108,7.906761,19,0.1612342,0.65,0,1970,35,1,15.32419,0.4310999,1,1,0.53,7.497014
"324","KOR","Korea, Rep.",0.1772392,0.1031179,0.0582483,0.3774943,0.2839002,101,5.768,0.3333333,0.2931599,10.4711,8.204275,19.9,0.1996136,0.1,0,1975,36,1,15.42806,0.4304069,1,1,0.3333333,7.906761
"325","KOR","Korea, Rep.",0.1781817,0.1104816,0.0597262,0.3399696,0.3116409,101,6.808,0.3333333,0.2632229,10.5486,8.47425,21.8,0.2487222,0.1,0,1980,37,1,15.54914,0.4570159,1,1,0.3333333,8.204275
"326","KOR","Korea, Rep.",0.195486,0.1256188,0.0680292,0.2996863,0.3111797,101,8.025,0.5,0.2968501,10.61658,8.790099,24.5,0.3221039,0.25,0,1985,38,1,15.63246,0.4634237,1,1,0.3333333,8.47425
"327","KOR","Korea, Rep.",0.2243527,0.1363424,0.0769769,0.2584091,0.3039188,101,9.253,0.8333333,0.256503,10.6659,9.205568,26.9,0.3724348,0.8,0,1990,39,1,15.74063,0.4674558,1,1,0.5,8.790099
"328","KOR","Korea, Rep.",0.2498723,0.1449282,0.0911573,0.23371,0.2803321,101,10.088,0.8333333,NA,10.71648,9.514257,29.3,0.3564592,0.8,0,1995,40,1,15.80907,0.4682671,1,1,0.8333333,9.205568
"329","KOR","Korea, Rep.",0.2649728,0.1567204,0.1103021,0.2091171,0.2588876,101,NA,0.8333333,NA,10.75807,9.672554,31.8,0.3250219,0.9,0,2000,41,1,15.9349,0.4782194,1,1,0.8333333,9.514257
"330","LKA","Sri Lanka",0.164769,0.1043429,0.0596129,0.3993168,0.2719584,109,4.131,0.8333333,NA,9.417842,7.3508,19.7,0.1580064,0.9,0,1970,35,1,14.91477,0.3366421,1,1,0.86,7.233606
"331","LKA","Sri Lanka",0.1660979,0.110089,0.0646142,0.3683976,0.2908012,109,4.028,0.8333333,NA,9.511333,7.41386,20.9,0.0810852,0.9,0,1975,36,1,15.02652,0.328927,1,1,0.8333333,7.3508
"332","LKA","Sri Lanka",0.174768,0.112616,0.070471,0.3466483,0.2954967,109,5.183,0.8333333,0.189244,9.588983,7.489711,22.1,0.1118793,0.8,0,1980,37,1,15.1441,0.3465417,1,1,0.8333333,7.41386
"333","LKA","Sri Lanka",0.1827964,0.1140716,0.0783962,0.3351054,0.2896304,109,5.228,0.6666667,0.1753525,9.646981,7.723791,23.2,0.1024762,0.75,0,1985,38,1,15.24784,0.3612304,1,1,0.8333333,7.489711
"334","LKA","Sri Lanka",0.2024955,0.1153298,0.0857992,0.3168152,0.2795603,109,5.26,0.5,NA,9.696894,7.830053,24.7,0.1446443,0.75,0,1990,39,1,15.36345,0.362373,1,1,0.6666667,7.723791
"335","LKA","Sri Lanka",0.2185673,0.1275866,0.0910369,0.2920603,0.270749,109,5.607,0.5,NA,9.757305,8.028013,26.4,0.1540523,0.75,0,1995,40,1,15.46046,0.3595195,1,1,0.5,7.830053
"336","LKA","Sri Lanka",0.2286221,0.1424653,0.0982037,0.2595999,0.271109,109,NA,0.6666667,NA,9.823741,8.10163,28.1,0.1719745,0.75,0,2000,41,1,15.66551,0.3630562,1,1,0.5,8.028013
"337","LUX","Luxembourg",0.2123894,0.1769911,0.1828909,0.2212389,0.2064897,112,NA,0.8333333,0.4720935,5.828357,9.623864,35.3,0.3281091,NA,0,1970,35,1,NA,NA,1,1,0.98,9.481506
"338","LUX","Luxembourg",0.2077562,0.166205,0.1855956,0.2160665,0.2243767,112,NA,0.8333333,0.6484474,5.887492,9.696674,34.4,0.1971352,NA,0,1975,36,1,NA,NA,1,1,0.8333333,9.623864
"339","LUX","Luxembourg",0.2082192,0.1863014,0.1780822,0.1917808,0.2356164,112,NA,1,0.5039321,5.899623,9.790245,34.8,0.1659956,NA,0,1980,37,1,NA,NA,1,1,0.8333333,9.696674
"340","LUX","Luxembourg",0.2185792,0.1939891,0.1803279,0.1721312,0.2349727,112,NA,1,0.4753402,5.905907,9.905174,35.7,0.1773967,NA,0,1985,38,1,NA,NA,1,1,1,9.790245
"341","LUX","Luxembourg",0.2413793,0.1777188,0.1803714,0.1750663,0.2254642,112,NA,1,0.4998294,5.945159,10.19956,35.9,0.2766227,NA,0,1990,39,1,NA,NA,1,1,1,9.905174
"342","LUX","Luxembourg",0.2419753,0.1802469,0.1827161,0.1851852,0.2098765,112,NA,1,NA,6.014937,10.44502,36.1,0.3403713,NA,0,1995,40,1,NA,NA,1,1,1,10.19956
"343","LUX","Luxembourg",0.2568807,0.1811927,0.1857798,0.1880734,0.1880734,112,NA,1,NA,6.082219,10.6917,37,0.4454596,NA,0,2000,41,1,NA,NA,1,1,1,10.44502
"344","MAR","Morocco",0.152766,0.0815753,0.0621122,0.4756058,0.2279407,114,NA,0.3333333,NA,9.636262,7.723347,16.3,0.1541381,0.05,0,1970,35,1,10.38558,0.2603219,1,1,0.32,7.585205
"345","MAR","Morocco",0.1403641,0.086449,0.0519503,0.4718289,0.2494077,114,NA,0.3333333,0.549943,9.758751,7.836394,16.3,0.1578369,0.05,0,1975,36,1,10.45547,0.2631935,1,1,0.3333333,7.723347
"346","MAR","Morocco",0.1380075,0.0901821,0.0618583,0.4319765,0.2779756,114,NA,0.5,NA,9.8721,8.00448,18.2,0.1292118,0.1,0,1980,37,1,10.51488,0.2836799,1,1,0.3333333,7.836394
"347","MAR","Morocco",0.1469358,0.093517,0.0565103,0.4183488,0.2846881,114,NA,0.5,0.3403667,9.982668,8.051818,18.8,0.1479597,0.1,0,1985,38,1,10.55787,0.2914109,1,1,0.5,8.00448
"348","MAR","Morocco",0.1709075,0.0857794,0.0598461,0.39645,0.287017,114,NA,0.5,0.3738639,10.0876,8.174837,19.7,0.1562405,0.1,0,1990,39,1,10.62373,0.3126129,1,1,0.5,8.051818
"349","MAR","Morocco",0.1892838,0.0902079,0.0613309,0.3629928,0.2961845,114,NA,0.3333333,NA,10.18059,8.140558,21.3,0.111471,0.15,0,1995,40,1,10.65357,0.3107646,1,1,0.5,8.174837
"350","MAR","Morocco",0.2031266,0.1009792,0.0654183,0.3294279,0.3010479,114,NA,0.3333333,NA,10.26483,8.220592,23,0.1840248,0.2,0,2000,41,1,10.71172,0.3196342,1,1,0.3333333,8.140558
"351","MDG","Madagascar",0.1562635,0.0915381,0.0482918,0.4494738,0.2544327,116,NA,0.3333333,0.4217092,8.833463,7.149919,17.4,0.0749193,0.45,0,1970,35,1,5.805569,0.165016,1,1,0.83,7.029944
"352","MDG","Madagascar",0.1520061,0.0901152,0.0486014,0.4469055,0.2623718,116,NA,0.3333333,NA,8.964312,7.074652,17.5,0.0314851,0.2,0,1975,36,1,5.843162,0.1680703,1,1,0.3333333,7.149919
"353","MDG","Madagascar",0.1458886,0.0884173,0.0488506,0.4475022,0.2693413,116,NA,0.1666667,0.3853754,9.090768,6.990982,17.5,-0.0140515,0.2,0,1980,37,1,5.885517,0.1736749,1,1,0.3333333,7.074652
"354","MDG","Madagascar",0.1490773,0.0864091,0.0486351,0.4485775,0.2673011,116,NA,0.3333333,NA,9.222566,6.863005,17.5,0.0089852,0.2,0,1985,38,1,5.91196,0.1754477,1,1,0.1666667,6.990982
"355","MDG","Madagascar",0.1536724,0.0839886,0.0482684,0.4483855,0.2656851,116,NA,0.5,NA,9.361515,6.803911,17.5,0.0618892,0.2,0,1990,39,1,5.953674,0.1877821,1,1,0.3333333,6.863005
"356","MDG","Madagascar",0.1582191,0.0807773,0.0479298,0.4474657,0.265608,116,NA,0.8333333,NA,9.49552,6.708395,17.5,0.0355977,0.95,0,1995,40,1,5.97407,0.1856412,1,1,0.5,6.803911
"357","MDG","Madagascar",0.1569192,0.0827176,0.0473388,0.4472761,0.2657483,116,NA,0.8333333,NA,9.650078,6.728495,17.5,0.0602823,0.85,0,2000,41,1,6.013799,0.1889472,1,1,0.8333333,6.708395
"358","MEX","Mexico",0.1411744,0.0789375,0.0612685,0.4648497,0.25377,118,3.307,0.3333333,NA,10.83163,8.616492,16.7,0.1989095,0.2,0,1970,35,1,6.346499,0.2009351,1,1,0.75,8.469162
"359","MEX","Mexico",0.1405124,0.0786998,0.0565501,0.4648719,0.2593658,118,3.487,0.5,NA,10.98697,8.774226,16.6,0.2040783,0.2,0,1975,36,1,6.384725,0.2015837,1,1,0.3333333,8.616492
"360","MEX","Mexico",0.1436457,0.0818127,0.0536193,0.4513016,0.2696207,118,4.009,0.6666667,0.2161605,11.12092,8.943083,17.2,0.2681438,0.35,0,1980,37,1,6.430773,0.2089615,1,1,0.5,8.774226
"361","MEX","Mexico",0.1533844,0.0842388,0.0555099,0.4230627,0.2838042,118,4.489,0.5,0.1872804,11.23142,8.945503,18.3,0.2814458,0.35,0,1985,38,1,6.458859,0.2127507,1,1,0.6666667,8.943083
"362","MEX","Mexico",0.166162,0.0895273,0.0586596,0.3855646,0.3000865,118,5.875,0.5,NA,11.32932,8.900249,19.7,0.2203702,0.5,0,1990,39,1,6.496407,0.2205802,1,1,0.5,8.945503
"363","MEX","Mexico",0.1787791,0.0954951,0.0635683,0.3594124,0.302745,118,6.366,0.5,NA,11.42021,8.878354,21.3,0.2248399,0.7,0,1995,40,1,6.523386,0.2198814,1,1,0.5,8.900249
"364","MEX","Mexico",0.190905,0.1058989,0.06942,0.3382558,0.2955202,118,NA,0.8333333,NA,11.49238,9.078218,22.9,0.2139349,0.9,0,2000,41,1,6.567544,0.2204007,1,1,0.5,8.878354
"365","MLI","Mali",0.1546006,0.0814907,0.0349501,0.4595221,0.2694365,120,0.189,0,0.4646975,8.582045,6.66431,16.9,0.0954537,0.15,0,1970,35,1,7.461085,0.1723304,1,1,0.37,6.657802
"366","MLI","Mali",0.1510094,0.0809092,0.0352885,0.4643141,0.2684788,120,0.228,0,0.2963766,8.683555,6.740712,16.7,-0.040892,0.15,0,1975,36,1,7.516511,0.1721571,1,1,0,6.66431
"367","MLI","Mali",0.1455139,0.0796423,0.0360591,0.4704713,0.2683135,120,0.366,0,NA,8.793308,6.850566,16.4,0.0103597,0.15,0,1980,37,1,7.5635,0.1871094,1,1,0,6.740712
"368","MLI","Mali",0.1386027,0.0772807,0.0374466,0.4762503,0.2704197,120,0.489,0,NA,8.907747,6.755792,16.1,-0.1152911,0.15,0,1985,38,1,7.596357,0.1905854,1,1,0,6.850566
"369","MLI","Mali",0.1338861,0.0741846,0.0383637,0.4817026,0.2718629,120,0.614,0.1666667,NA,9.043104,6.626314,15.8,0.0636943,0.15,0,1990,39,1,7.640924,0.2075628,1,1,0,6.755792
"370","MLI","Mali",0.1314087,0.0702906,0.0389109,0.4864343,0.2729555,120,0.687,0.8333333,NA,9.171599,6.69913,15.6,0.0779854,0.85,0,1995,40,1,7.664119,0.2047077,1,1,0.1666667,6.626314
"371","MLI","Mali",0.1305334,0.0658547,0.0385552,0.4909702,0.2740865,120,NA,0.8333333,NA,9.290998,6.876678,15.4,0.0727384,0.8,0,2000,41,1,7.70611,0.209776,1,1,0.8333333,6.69913
